Date: 2025-08-14, Hour: 09:00, Room: Living Room, Sensor: Temperature Sensor, Value: 21.49°C, Status: High Temperature
Date: 2025-08-15, Hour: 14:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.74°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.97°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:15, Room: Living Room, Sensor: Humidity Sensor, Value: %76.07, Status: High Humidity
Date: 2025-08-15, Hour: 14:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.89, Status: High Humidity
Date: 2025-08-15, Hour: 14:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %75.49, Status: High Humidity
Date: 2025-08-15, Hour: 14:20, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.78°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:20, Room: Living Room, Sensor: Humidity Sensor, Value: %78.63, Status: High Humidity
Date: 2025-08-15, Hour: 14:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:25, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.34°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.87°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:25, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.98, Status: High Humidity
Date: 2025-08-15, Hour: 14:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.49, Status: High Humidity
Date: 2025-08-15, Hour: 14:30, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.17°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.47°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:30, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.44, Status: High Humidity
Date: 2025-08-15, Hour: 14:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.84, Status: High Humidity
Date: 2025-08-15, Hour: 14:35, Room: Living Room, Sensor: Temperature Sensor, Value: 25.81°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.26°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.19°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:35, Room: Living Room, Sensor: Humidity Sensor, Value: %75.57, Status: High Humidity
Date: 2025-08-15, Hour: 14:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:40, Room: Living Room, Sensor: Temperature Sensor, Value: 26.05°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.13°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:40, Room: Living Room, Sensor: Humidity Sensor, Value: %79.75, Status: High Humidity
Date: 2025-08-15, Hour: 14:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.64, Status: High Humidity
Date: 2025-08-15, Hour: 14:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:45, Room: Living Room, Sensor: Temperature Sensor, Value: 26.31°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:45, Room: Living Room, Sensor: Humidity Sensor, Value: %76.1, Status: High Humidity
Date: 2025-08-15, Hour: 14:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.32, Status: High Humidity
Date: 2025-08-15, Hour: 14:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %78.76, Status: High Humidity
Date: 2025-08-15, Hour: 14:50, Room: Living Room, Sensor: Temperature Sensor, Value: 26.9°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.07°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:50, Room: Living Room, Sensor: Humidity Sensor, Value: %79.22, Status: High Humidity
Date: 2025-08-15, Hour: 14:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.3, Status: High Humidity
Date: 2025-08-15, Hour: 14:55, Room: Living Room, Sensor: Temperature Sensor, Value: 26.15°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.31°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:55, Room: Living Room, Sensor: Humidity Sensor, Value: %78.77, Status: High Humidity
Date: 2025-08-15, Hour: 14:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:00, Room: Living Room, Sensor: Temperature Sensor, Value: 26.04°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.76°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:00, Room: Living Room, Sensor: Humidity Sensor, Value: %77.16, Status: High Humidity
Date: 2025-08-15, Hour: 15:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %77.23, Status: High Humidity
Date: 2025-08-15, Hour: 15:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %78.19, Status: High Humidity
Date: 2025-08-15, Hour: 15:05, Room: Living Room, Sensor: Temperature Sensor, Value: 26.56°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:05, Room: Living Room, Sensor: Humidity Sensor, Value: %77.87, Status: High Humidity
Date: 2025-08-15, Hour: 15:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:10, Room: Living Room, Sensor: Temperature Sensor, Value: 25.65°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.82°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:10, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:15, Room: Living Room, Sensor: Temperature Sensor, Value: 26.61°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.22°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.83°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:15, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.78, Status: High Humidity
Date: 2025-08-15, Hour: 15:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:20, Room: Living Room, Sensor: Temperature Sensor, Value: 26.36°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.91°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.4°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:20, Room: Living Room, Sensor: Humidity Sensor, Value: %77.96, Status: High Humidity
Date: 2025-08-15, Hour: 15:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.14, Status: High Humidity
Date: 2025-08-15, Hour: 15:25, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:25, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.63, Status: High Humidity
Date: 2025-08-15, Hour: 15:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.33, Status: High Humidity
Date: 2025-08-15, Hour: 15:30, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.69°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:30, Room: Living Room, Sensor: Humidity Sensor, Value: %76.59, Status: High Humidity
Date: 2025-08-15, Hour: 15:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:35, Room: Living Room, Sensor: Temperature Sensor, Value: 25.73°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:35, Room: Living Room, Sensor: Humidity Sensor, Value: %78.62, Status: High Humidity
Date: 2025-08-15, Hour: 15:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.95, Status: High Humidity
Date: 2025-08-15, Hour: 15:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:40, Room: Living Room, Sensor: Temperature Sensor, Value: 25.85°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.13°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.03°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:40, Room: Living Room, Sensor: Humidity Sensor, Value: %76.25, Status: High Humidity
Date: 2025-08-15, Hour: 15:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:45, Room: Living Room, Sensor: Temperature Sensor, Value: 26.55°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.81°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.92°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:45, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.65, Status: High Humidity
Date: 2025-08-15, Hour: 15:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.05, Status: High Humidity
Date: 2025-08-15, Hour: 15:50, Room: Living Room, Sensor: Temperature Sensor, Value: 26.18°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.83°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:50, Room: Living Room, Sensor: Humidity Sensor, Value: %78.14, Status: High Humidity
Date: 2025-08-15, Hour: 15:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:55, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 15:55, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 15:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %78.76, Status: High Humidity
Date: 2025-08-15, Hour: 16:00, Room: Living Room, Sensor: Temperature Sensor, Value: 25.78°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.11°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:00, Room: Living Room, Sensor: Humidity Sensor, Value: %75.99, Status: High Humidity
Date: 2025-08-15, Hour: 16:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.76, Status: High Humidity
Date: 2025-08-15, Hour: 16:05, Room: Living Room, Sensor: Temperature Sensor, Value: 26.24°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:05, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.04, Status: High Humidity
Date: 2025-08-15, Hour: 16:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.08, Status: High Humidity
Date: 2025-08-15, Hour: 16:10, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.28°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:10, Room: Living Room, Sensor: Humidity Sensor, Value: %77.57, Status: High Humidity
Date: 2025-08-15, Hour: 16:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.5, Status: High Humidity
Date: 2025-08-15, Hour: 16:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:15, Room: Living Room, Sensor: Temperature Sensor, Value: 25.9°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.88°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:15, Room: Living Room, Sensor: Humidity Sensor, Value: %78.43, Status: High Humidity
Date: 2025-08-15, Hour: 16:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.65, Status: High Humidity
Date: 2025-08-15, Hour: 16:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:20, Room: Living Room, Sensor: Temperature Sensor, Value: 26.32°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:20, Room: Living Room, Sensor: Humidity Sensor, Value: %79.18, Status: High Humidity
Date: 2025-08-15, Hour: 16:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.52, Status: High Humidity
Date: 2025-08-15, Hour: 16:25, Room: Living Room, Sensor: Temperature Sensor, Value: 26.47°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.66°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.71°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:25, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.77, Status: High Humidity
Date: 2025-08-15, Hour: 16:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 16:30, Room: Living Room, Sensor: Temperature Sensor, Value: 26.11°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:30, Room: Living Room, Sensor: Humidity Sensor, Value: %78.37, Status: High Humidity
Date: 2025-08-15, Hour: 16:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.64, Status: High Humidity
Date: 2025-08-15, Hour: 16:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.87, Status: High Humidity
Date: 2025-08-15, Hour: 16:35, Room: Living Room, Sensor: Temperature Sensor, Value: 25.67°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 16:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.95°C, Status: Normal Temperature
